   Elapsed time	     V2
       0:03.069	  1.695
       0:03.072	  1.645
       0:03.075	  1.590
       0:03.078	  1.540
       0:03.081	  1.495
       0:03.083	  1.455
       0:03.086	  1.385
       0:03.089	  1.325
       0:03.092	  1.245
       0:03.094	  1.205
       0:03.097	  1.145
       0:03.100	  1.095
       0:03.103	  1.040
       0:03.106	  0.960
       0:03.108	  0.885
       0:03.111	  0.845
       0:03.114	  0.790
       0:03.117	  0.750
       0:03.119	  0.690
       0:03.122	  0.615
       0:03.125	  0.555
       0:03.128	  0.505
       0:03.131	  0.465
       0:03.133	  0.425
       0:03.136	  0.385
       0:03.139	  0.335
       0:03.142	  0.290
       0:03.144	  0.255
       0:03.147	  0.240
       0:03.150	  0.215
       0:03.153	  0.190
       0:03.156	  0.155
       0:03.158	  0.110
       0:03.161	  0.100
       0:03.164	  0.090
       0:03.167	  0.080
       0:03.169	  0.065
       0:03.172	  0.030
       0:03.175	  0.015
       0:03.178	  0.000
       0:03.181	 -0.005
       0:03.183	 -0.005
       0:03.186	 -0.010
       0:03.189	 -0.030
       0:03.192	 -0.040
       0:03.194	 -0.030
       0:03.197	 -0.035
       0:03.200	 -0.030
       0:03.203	 -0.040
       0:03.206	 -0.050
       0:03.208	 -0.060
       0:03.211	 -0.050
       0:03.214	 -0.040
       0:03.217	 -0.035
       0:03.219	 -0.045
       0:03.222	 -0.045
       0:03.225	 -0.055
       0:03.228	 -0.050
       0:03.231	 -0.050
       0:03.233	 -0.035
       0:03.236	 -0.035
       0:03.239	 -0.050
       0:03.242	 -0.040
       0:03.244	 -0.050
       0:03.247	 -0.045
       0:03.250	 -0.040
       0:03.253	 -0.030
       0:03.256	 -0.065
       0:03.258	 -0.060
       0:03.261	 -0.050
       0:03.264	 -0.040
       0:03.267	 -0.040
       0:03.269	 -0.040
       0:03.272	 -0.055
       0:03.275	 -0.070
       0:03.278	 -0.055
       0:03.281	 -0.055
       0:03.283	 -0.045
       0:03.286	 -0.045
       0:03.289	 -0.065
       0:03.292	 -0.080
       0:03.294	 -0.085
       0:03.297	 -0.070
       0:03.300	 -0.065
       0:03.303	 -0.080
       0:03.306	 -0.090
       0:03.308	 -0.105
       0:03.311	 -0.105
       0:03.314	 -0.095
       0:03.317	 -0.095
       0:03.319	 -0.105
       0:03.322	 -0.115
       0:03.325	 -0.130
       0:03.328	 -0.140
       0:03.331	 -0.125
       0:03.333	 -0.135
       0:03.336	 -0.135
       0:03.339	 -0.145
       0:03.342	 -0.160
       0:03.344	 -0.160
       0:03.347	 -0.155
       0:03.350	 -0.160
       0:03.353	 -0.170
       0:03.356	 -0.165
       0:03.358	 -0.180
       0:03.361	 -0.190
       0:03.364	 -0.195
       0:03.367	 -0.175
       0:03.369	 -0.175
       0:03.372	 -0.205
       0:03.375	 -0.205
       0:03.378	 -0.215
       0:03.381	 -0.210
       0:03.383	 -0.200
       0:03.386	 -0.200
       0:03.389	 -0.220
       0:03.392	 -0.225
       0:03.394	 -0.230
       0:03.397	 -0.210
       0:03.400	 -0.205
       0:03.403	 -0.210
       0:03.406	 -0.240
       0:03.408	 -0.250
       0:03.411	 -0.240
       0:03.414	 -0.230
       0:03.417	 -0.230
       0:03.419	 -0.230
       0:03.422	 -0.250
       0:03.425	 -0.255
       0:03.428	 -0.245
       0:03.431	 -0.245
       0:03.433	 -0.245
       0:03.436	 -0.240
       0:03.439	 -0.265
       0:03.442	 -0.260
       0:03.444	 -0.255
       0:03.447	 -0.250
       0:03.450	 -0.245
       0:03.453	 -0.245
       0:03.456	 -0.255
       0:03.458	 -0.270
       0:03.461	 -0.270
       0:03.464	 -0.275
       0:03.467	 -0.250
       0:03.469	 -0.255
       0:03.472	 -0.260
       0:03.475	 -0.280
       0:03.478	 -0.275
       0:03.481	 -0.260
       0:03.483	 -0.265
       0:03.486	 -0.260
       0:03.489	 -0.270
       0:03.492	 -0.280
       0:03.494	 -0.275
       0:03.497	 -0.270
       0:03.500	 -0.265
       0:03.503	 -0.270
       0:03.506	 -0.285
       0:03.508	 -0.290
       0:03.511	 -0.280
       0:03.514	 -0.270
       0:03.517	 -0.265
       0:03.519	 -0.265
       0:03.522	 -0.285
       0:03.525	 -0.280
       0:03.528	 -0.285
       0:03.531	 -0.265
       0:03.533	 -0.265
       0:03.536	 -0.265
       0:03.539	 -0.265
       0:03.542	 -0.285
       0:03.544	 -0.275
       0:03.547	 -0.265
       0:03.550	 -0.255
       0:03.553	 -0.270
       0:03.556	 -0.280
       0:03.558	 -0.290
       0:03.561	 -0.265
       0:03.564	 -0.270
       0:03.567	 -0.265
       0:03.569	 -0.260
       0:03.572	 -0.275
       0:03.575	 -0.280
       0:03.578	 -0.270
       0:03.581	 -0.265
       0:03.583	 -0.255
       0:03.586	 -0.265
       0:03.589	 -0.260
       0:03.592	 -0.260
       0:03.594	 -0.215
       0:03.597	 -0.165
       0:03.600	 -0.020
       0:03.603	  0.250
       0:03.606	  0.630
       0:03.608	  0.850
       0:03.611	  0.755
       0:03.614	  0.510
       0:03.617	  0.330
       0:03.619	  0.240
       0:03.622	  0.170
       0:03.625	  0.125
       0:03.628	  0.060
       0:03.631	  0.015
       0:03.633	 -0.055
       0:03.636	 -0.160
       0:03.639	 -0.295
       0:03.642	 -0.430
       0:03.644	 -0.575
       0:03.647	 -0.740
       0:03.650	 -0.905
       0:03.653	 -1.095
       0:03.656	 -1.255
       0:03.658	 -1.415
       0:03.661	 -1.550
       0:03.664	 -1.670
       0:03.667	 -1.805
       0:03.669	 -1.970
       0:03.672	 -2.165
       0:03.675	 -2.385
       0:03.678	 -2.560
       0:03.681	 -2.660
       0:03.683	 -2.755
       0:03.686	 -2.845
       0:03.689	 -2.960
       0:03.692	 -3.050
       0:03.694	 -3.125
       0:03.697	 -3.150
       0:03.700	 -3.180
       0:03.703	 -3.210
       0:03.706	 -3.240
       0:03.708	 -3.270
       0:03.711	 -3.265
       0:03.714	 -3.260
       0:03.717	 -3.255
       0:03.719	 -3.265
       0:03.722	 -3.270
       0:03.725	 -3.270
       0:03.728	 -3.245
       0:03.731	 -3.210
       0:03.733	 -3.155
       0:03.736	 -3.085
       0:03.739	 -3.005
       0:03.742	 -2.920
       0:03.744	 -2.780
       0:03.747	 -2.615
       0:03.750	 -2.465
       0:03.753	 -2.285
       0:03.756	 -2.110
       0:03.758	 -1.905
       0:03.761	 -1.670
       0:03.764	 -1.425
       0:03.767	 -1.185
       0:03.769	 -0.970
       0:03.772	 -0.785
       0:03.775	 -0.610
       0:03.778	 -0.400
       0:03.781	 -0.220
       0:03.783	 -0.055
       0:03.786	  0.110
       0:03.789	  0.250
       0:03.792	  0.385
       0:03.794	  0.515
       0:03.797	  0.615
       0:03.800	  0.690
       0:03.803	  0.745
       0:03.806	  0.785
       0:03.808	  0.825
       0:03.811	  0.865
       0:03.814	  0.915
       0:03.817	  0.960
       0:03.819	  0.990
       0:03.822	  1.010
       0:03.825	  1.030
       0:03.828	  1.065
       0:03.831	  1.110
       0:03.833	  1.145
       0:03.836	  1.160
       0:03.839	  1.180
       0:03.842	  1.185
       0:03.844	  1.235
       0:03.847	  1.250
       0:03.850	  1.285
       0:03.853	  1.290
       0:03.856	  1.300
       0:03.858	  1.310
       0:03.861	  1.340
       0:03.864	  1.365
       0:03.867	  1.390
       0:03.869	  1.410
       0:03.872	  1.425
       0:03.875	  1.455
       0:03.878	  1.500
       0:03.881	  1.545
       0:03.883	  1.585
       0:03.886	  1.635
       0:03.889	  1.660
       0:03.892	  1.685
       0:03.894	  1.710
       0:03.897	  1.755
       0:03.900	  1.780
       0:03.903	  1.805
       0:03.906	  1.825
       0:03.908	  1.825
       0:03.911	  1.855
       0:03.914	  1.890
       0:03.917	  1.905
       0:03.919	  1.920
       0:03.922	  1.920
       0:03.925	  1.905
       0:03.928	  1.905
       0:03.931	  1.915
       0:03.933	  1.910
       0:03.936	  1.890
       0:03.939	  1.855
       0:03.942	  1.820
       0:03.944	  1.805
       0:03.947	  1.785
       0:03.950	  1.745
       0:03.953	  1.700
       0:03.956	  1.645
       0:03.958	  1.595
       0:03.961	  1.550
       0:03.964	  1.505
       0:03.967	  1.470
       0:03.969	  1.390
       0:03.972	  1.335
       0:03.975	  1.250
       0:03.978	  1.190
       0:03.981	  1.135
       0:03.983	  1.085
       0:03.986	  1.020
       0:03.989	  0.945
       0:03.992	  0.870
       0:03.994	  0.805
       0:03.997	  0.745
       0:04.000	  0.705
       0:04.003	  0.635
       0:04.006	  0.565
       0:04.008	  0.505
       0:04.011	  0.465
       0:04.014	  0.430
       0:04.017	  0.385
       0:04.019	  0.345
       0:04.022	  0.280
       0:04.025	  0.245
       0:04.028	  0.210
       0:04.031	  0.190
       0:04.033	  0.170
       0:04.036	  0.135
       0:04.039	  0.090
       0:04.042	  0.075
       0:04.044	  0.040
       0:04.047	  0.050
       0:04.050	  0.035
       0:04.053	  0.020
       0:04.056	  0.000
       0:04.058	 -0.030
       0:04.061	 -0.035
       0:04.064	 -0.030
       0:04.067	 -0.025
       0:04.069	 -0.040
       0:04.072	 -0.055
       0:04.075	 -0.065
       0:04.078	 -0.055
       0:04.081	 -0.045
       0:04.083	 -0.045
       0:04.086	 -0.050
       0:04.089	 -0.065
       0:04.092	 -0.075
       0:04.094	 -0.065
       0:04.097	 -0.050
       0:04.100	 -0.045
       0:04.103	 -0.045
       0:04.106	 -0.065
       0:04.108	 -0.075
       0:04.111	 -0.050
       0:04.114	 -0.045
       0:04.117	 -0.040
       0:04.119	 -0.045
       0:04.122	 -0.055
       0:04.125	 -0.075
       0:04.128	 -0.065
       0:04.131	 -0.050
       0:04.133	 -0.055
       0:04.136	 -0.055
       0:04.139	 -0.060
       0:04.142	 -0.070
       0:04.144	 -0.055
       0:04.147	 -0.055
       0:04.150	 -0.055
       0:04.153	 -0.060
       0:04.156	 -0.060
       0:04.158	 -0.085
       0:04.161	 -0.085
       0:04.164	 -0.080
       0:04.167	 -0.075
       0:04.169	 -0.080
       0:04.172	 -0.100
       0:04.175	 -0.110
       0:04.178	 -0.110
       0:04.181	 -0.090
       0:04.183	 -0.090
       0:04.186	 -0.090
       0:04.189	 -0.135
       0:04.192	 -0.140
       0:04.194	 -0.125
       0:04.197	 -0.125
       0:04.200	 -0.130
       0:04.203	 -0.140
       0:04.206	 -0.145
       0:04.208	 -0.175
       0:04.211	 -0.170
       0:04.214	 -0.155
       0:04.217	 -0.160
       0:04.219	 -0.175
       0:04.222	 -0.185
       0:04.225	 -0.205
       0:04.228	 -0.195
       0:04.231	 -0.195
       0:04.233	 -0.190
       0:04.236	 -0.190
       0:04.239	 -0.205
       0:04.242	 -0.215
       0:04.244	 -0.210
       0:04.247	 -0.210
       0:04.250	 -0.220
       0:04.253	 -0.215
       0:04.256	 -0.220
       0:04.258	 -0.240
       0:04.261	 -0.235
       0:04.264	 -0.240
       0:04.267	 -0.230
       0:04.269	 -0.230
       0:04.272	 -0.245
       0:04.275	 -0.250
       0:04.278	 -0.250
       0:04.281	 -0.240
       0:04.283	 -0.250
       0:04.286	 -0.240
       0:04.289	 -0.245
       0:04.292	 -0.260
       0:04.294	 -0.255
       0:04.297	 -0.255
       0:04.300	 -0.240
       0:04.303	 -0.240
       0:04.306	 -0.260
       0:04.308	 -0.265
       0:04.311	 -0.270
       0:04.314	 -0.255
       0:04.317	 -0.260
       0:04.319	 -0.255
       0:04.322	 -0.260
       0:04.325	 -0.275
       0:04.328	 -0.265
       0:04.331	 -0.265
       0:04.333	 -0.260
       0:04.336	 -0.260
       0:04.339	 -0.285
       0:04.342	 -0.285
       0:04.344	 -0.280
       0:04.347	 -0.275
       0:04.350	 -0.270
       0:04.353	 -0.265
       0:04.356	 -0.285
       0:04.358	 -0.285
       0:04.361	 -0.285
       0:04.364	 -0.280
       0:04.367	 -0.260
       0:04.369	 -0.260
       0:04.372	 -0.280
       0:04.375	 -0.285
       0:04.378	 -0.275
       0:04.381	 -0.270
       0:04.383	 -0.260
       0:04.386	 -0.260
       0:04.389	 -0.255
       0:04.392	 -0.275
       0:04.394	 -0.275
       0:04.397	 -0.260
       0:04.400	 -0.260
       0:04.403	 -0.255
       0:04.406	 -0.260
       0:04.408	 -0.280
       0:04.411	 -0.285
       0:04.414	 -0.265
       0:04.417	 -0.255
       0:04.419	 -0.260
       0:04.422	 -0.260
       0:04.425	 -0.270
       0:04.428	 -0.270
       0:04.431	 -0.270
       0:04.433	 -0.255
       0:04.436	 -0.255
       0:04.439	 -0.260
       0:04.442	 -0.270
       0:04.444	 -0.245
       0:04.447	 -0.230
       0:04.450	 -0.225
       0:04.453	 -0.200
       0:04.456	 -0.165
       0:04.458	 -0.045
       0:04.461	  0.240
       0:04.464	  0.615
       0:04.467	  0.830
       0:04.469	  0.705
       0:04.472	  0.430
       0:04.475	  0.245
       0:04.478	  0.180
       0:04.481	  0.130
       0:04.483	  0.075
       0:04.486	  0.000
       0:04.489	 -0.080
       0:04.492	 -0.200
       0:04.494	 -0.305
       0:04.497	 -0.425
       0:04.500	 -0.585
       0:04.503	 -0.760
       0:04.506	 -0.980
       0:04.508	 -1.175
       0:04.511	 -1.350
       0:04.514	 -1.475
       0:04.517	 -1.595
       0:04.519	 -1.725
       0:04.522	 -1.875
       0:04.525	 -2.075
       0:04.528	 -2.260
       0:04.531	 -2.435
       0:04.533	 -2.580
       0:04.536	 -2.710
       0:04.539	 -2.815
       0:04.542	 -2.920
       0:04.544	 -2.995
       0:04.547	 -3.070
       0:04.550	 -3.130
       0:04.553	 -3.165
       0:04.556	 -3.200
       0:04.558	 -3.225
       0:04.561	 -3.250
       0:04.564	 -3.240
       0:04.567	 -3.245
       0:04.569	 -3.245
       0:04.572	 -3.265
       0:04.575	 -3.260
       0:04.578	 -3.250
       0:04.581	 -3.235
       0:04.583	 -3.210
       0:04.586	 -3.200
       0:04.589	 -3.165
       0:04.592	 -3.110
       0:04.594	 -3.030
       0:04.597	 -2.900
       0:04.600	 -2.770
       0:04.603	 -2.610
       0:04.606	 -2.440
       0:04.608	 -2.235
       0:04.611	 -1.980
       0:04.614	 -1.715
       0:04.617	 -1.450
       0:04.619	 -1.195
       0:04.622	 -0.965
       0:04.625	 -0.745
       0:04.628	 -0.505
       0:04.631	 -0.285
       0:04.633	 -0.085
       0:04.636	  0.100
       0:04.639	  0.265
       0:04.642	  0.420
       0:04.644	  0.560
       0:04.647	  0.660
       0:04.650	  0.735
       0:04.653	  0.785
       0:04.656	  0.820
       0:04.658	  0.850
       0:04.661	  0.895
       0:04.664	  0.945
       0:04.667	  0.980
       0:04.669	  1.020
       0:04.672	  1.040
       0:04.675	  1.060
       0:04.678	  1.095
       0:04.681	  1.135
       0:04.683	  1.165
       0:04.686	  1.190
       0:04.689	  1.225
       0:04.692	  1.235
       0:04.694	  1.275
       0:04.697	  1.315
       0:04.700	  1.340
       0:04.703	  1.385
       0:04.706	  1.400
       0:04.708	  1.435
       0:04.711	  1.470
       0:04.714	  1.515
       0:04.717	  1.540
       0:04.719	  1.585
       0:04.722	  1.620
       0:04.725	  1.640
       0:04.728	  1.670
       0:04.731	  1.720
       0:04.733	  1.765
       0:04.736	  1.780
       0:04.739	  1.805
       0:04.742	  1.835
       0:04.744	  1.870
       0:04.747	  1.915
       0:04.750	  1.940
       0:04.753	  1.955
       0:04.756	  1.975
       0:04.758	  1.995
       0:04.761	  2.030
       0:04.764	  2.040
       0:04.767	  2.060
       0:04.769	  2.075
       0:04.772	  2.060
       0:04.775	  2.065
       0:04.778	  2.060
       0:04.781	  2.070
       0:04.783	  2.070
       0:04.786	  2.035
       0:04.789	  2.005
       0:04.792	  1.970
       0:04.794	  1.950
       0:04.797	  1.930
       0:04.800	  1.875
       0:04.803	  1.825
       0:04.806	  1.775
       0:04.808	  1.700
       0:04.811	  1.660
       0:04.814	  1.610
       0:04.817	  1.535
       0:04.819	  1.470
       0:04.822	  1.395
       0:04.825	  1.310
       0:04.828	  1.220
       0:04.831	  1.145
       0:04.833	  1.070
       0:04.836	  0.980
       0:04.839	  0.895
       0:04.842	  0.815
       0:04.844	  0.735
       0:04.847	  0.680
       0:04.850	  0.635
       0:04.853	  0.550
       0:04.856	  0.490
       0:04.858	  0.425
       0:04.861	  0.380
       0:04.864	  0.360
       0:04.867	  0.340
       0:04.869	  0.305
       0:04.872	  0.255
       0:04.875	  0.220
       0:04.878	  0.190
       0:04.881	  0.180
       0:04.883	  0.160
       0:04.886	  0.135
       0:04.889	  0.105
       0:04.892	  0.080
       0:04.894	  0.065
       0:04.897	  0.070
       0:04.900	  0.075
       0:04.903	  0.050
       0:04.906	  0.045
       0:04.908	  0.020
       0:04.911	  0.025
       0:04.914	  0.020
       0:04.917	  0.030
       0:04.919	  0.025
       0:04.922	  0.010
       0:04.925	 -0.005
       0:04.928	  0.000
       0:04.931	  0.005
       0:04.933	  0.015
       0:04.936	  0.015
       0:04.939	  0.005
       0:04.942	  0.015
       0:04.944	  0.010
       0:04.947	  0.020
       0:04.950	  0.020
       0:04.953	  0.015
       0:04.956	  0.025
       0:04.958	 -0.005
       0:04.961	  0.005
       0:04.964	  0.030
       0:04.967	  0.030
       0:04.969	  0.030
       0:04.972	  0.015
       0:04.975	 -0.005
       0:04.978	  0.015
       0:04.981	  0.025
       0:04.983	  0.015
       0:04.986	  0.030
       0:04.989	  0.010
       0:04.992	  0.000
       0:04.994	 -0.005
       0:04.997	  0.000
       0:05.000	  0.010
       0:05.003	 -0.005
       0:05.006	 -0.015
       0:05.008	 -0.030
       0:05.011	 -0.020
       0:05.014	 -0.010
       0:05.017	 -0.015
       0:05.019	 -0.035
       0:05.022	 -0.040
       0:05.025	 -0.055
       0:05.028	 -0.055
       0:05.031	 -0.045
       0:05.033	 -0.045
       0:05.036	 -0.055
       0:05.039	 -0.075
       0:05.042	 -0.080
       0:05.044	 -0.075
       0:05.047	 -0.075
       0:05.050	 -0.070
       0:05.053	 -0.085
       0:05.056	 -0.090
       0:05.058	 -0.100
       0:05.061	 -0.095
       0:05.064	 -0.095
       0:05.067	 -0.100
       0:05.069	 -0.105
       0:05.072	 -0.115
       0:05.075	 -0.120
       0:05.078	 -0.120
       0:05.081	 -0.110
       0:05.083	 -0.115
       0:05.086	 -0.110
       0:05.089	 -0.130
       0:05.092	 -0.140
       0:05.094	 -0.130
       0:05.097	 -0.110
       0:05.100	 -0.115
       0:05.103	 -0.115
       0:05.106	 -0.135
       0:05.108	 -0.145
       0:05.111	 -0.155
       0:05.114	 -0.135
       0:05.117	 -0.135
       0:05.119	 -0.135
       0:05.122	 -0.140
       0:05.125	 -0.160
       0:05.128	 -0.145
       0:05.131	 -0.140
       0:05.133	 -0.140
       0:05.136	 -0.140
       0:05.139	 -0.150
       0:05.142	 -0.160
       0:05.144	 -0.165
       0:05.147	 -0.145
       0:05.150	 -0.145
       0:05.153	 -0.135
       0:05.156	 -0.155
       0:05.158	 -0.165
       0:05.161	 -0.150
       0:05.164	 -0.150
       0:05.167	 -0.145
       0:05.169	 -0.140
       0:05.172	 -0.165
       0:05.175	 -0.170
       0:05.178	 -0.165
       0:05.181	 -0.150
       0:05.183	 -0.155
       0:05.186	 -0.165
       0:05.189	 -0.165
       0:05.192	 -0.170
       0:05.194	 -0.160
       0:05.197	 -0.150
       0:05.200	 -0.150
       0:05.203	 -0.155
       0:05.206	 -0.165
       0:05.208	 -0.170
       0:05.211	 -0.170
       0:05.214	 -0.160
       0:05.217	 -0.165
       0:05.219	 -0.150
       0:05.222	 -0.160
       0:05.225	 -0.185
       0:05.228	 -0.175
       0:05.231	 -0.180
       0:05.233	 -0.155
       0:05.236	 -0.160
       0:05.239	 -0.175
       0:05.242	 -0.180
       0:05.244	 -0.185
       0:05.247	 -0.160
       0:05.250	 -0.160
       0:05.253	 -0.165
       0:05.256	 -0.180
       0:05.258	 -0.185
       0:05.261	 -0.170
       0:05.264	 -0.170
       0:05.267	 -0.150
       0:05.269	 -0.160
       0:05.272	 -0.155
       0:05.275	 -0.160
       0:05.278	 -0.150
       0:05.281	 -0.115
       0:05.283	 -0.030
       0:05.286	  0.185
       0:05.289	  0.590
       0:05.292	  0.845
       0:05.294	  0.770
       0:05.297	  0.515
       0:05.300	  0.335
       0:05.303	  0.265
       0:05.306	  0.195
       0:05.308	  0.125
       0:05.311	  0.055
       0:05.314	 -0.025
       0:05.317	 -0.150
       0:05.319	 -0.300
       0:05.322	 -0.470
       0:05.325	 -0.655
       0:05.328	 -0.845
       0:05.331	 -1.050
       0:05.333	 -1.255
       0:05.336	 -1.425
       0:05.339	 -1.585
       0:05.342	 -1.730
       0:05.344	 -1.865
       0:05.347	 -2.010
       0:05.350	 -2.190
       0:05.353	 -2.410
       0:05.356	 -2.590
       0:05.358	 -2.720
       0:05.361	 -2.805
       0:05.364	 -2.875
       0:05.367	 -2.960
       0:05.369	 -3.025
       0:05.372	 -3.090
       0:05.375	 -3.125
       0:05.378	 -3.140
       0:05.381	 -3.145
       0:05.383	 -3.160
       0:05.386	 -3.180
       0:05.389	 -3.190
       0:05.392	 -3.190
       0:05.394	 -3.180
       0:05.397	 -3.180
       0:05.400	 -3.160
       0:05.403	 -3.160
       0:05.406	 -3.135
       0:05.408	 -3.095
       0:05.411	 -3.005
       0:05.414	 -2.900
       0:05.417	 -2.760
       0:05.419	 -2.590
       0:05.422	 -2.395
       0:05.425	 -2.160
       0:05.428	 -1.875
       0:05.431	 -1.590
       0:05.433	 -1.320
       0:05.436	 -1.035
       0:05.439	 -0.780
       0:05.442	 -0.545
       0:05.444	 -0.315
       0:05.447	 -0.085
       0:05.450	  0.100
       0:05.453	  0.285
       0:05.456	  0.435
       0:05.458	  0.555
       0:05.461	  0.675
       0:05.464	  0.750
       0:05.467	  0.815
       0:05.469	  0.850
       0:05.472	  0.885
       0:05.475	  0.925
       0:05.478	  0.975
       0:05.481	  1.015
       0:05.483	  1.050
       0:05.486	  1.090
       0:05.489	  1.115
       0:05.492	  1.140
       0:05.494	  1.170
       0:05.497	  1.220
       0:05.500	  1.245
       0:05.503	  1.270
       0:05.506	  1.285
       0:05.508	  1.315
       0:05.511	  1.370
       0:05.514	  1.400
       0:05.517	  1.435
       0:05.519	  1.475
       0:05.522	  1.505
       0:05.525	  1.535
       0:05.528	  1.570
       0:05.531	  1.610
       0:05.533	  1.650
       0:05.536	  1.680
       0:05.539	  1.700
       0:05.542	  1.735
       0:05.544	  1.775
       0:05.547	  1.820
       0:05.550	  1.855
       0:05.553	  1.890
       0:05.556	  1.930
       0:05.558	  1.935
       0:05.561	  1.960
       0:05.564	  2.005
       0:05.567	  2.015
       0:05.569	  2.035
       0:05.572	  2.045
       0:05.575	  2.025
       0:05.578	  2.050
       0:05.581	  2.065
       0:05.583	  2.060
       0:05.586	  2.045
       0:05.589	  2.030
       0:05.592	  2.000
       0:05.594	  1.975
       0:05.597	  1.965
       0:05.600	  1.945
       0:05.603	  1.900
       0:05.606	  1.845
       0:05.608	  1.785
       0:05.611	  1.765
       0:05.614	  1.720
       0:05.617	  1.675
       0:05.619	  1.610
       0:05.622	  1.545
       0:05.625	  1.470
       0:05.628	  1.410
       0:05.631	  1.345
       0:05.633	  1.265
       0:05.636	  1.200
       0:05.639	  1.105
       0:05.642	  1.010
       0:05.644	  0.955
       0:05.647	  0.885
       0:05.650	  0.830
       0:05.653	  0.750
       0:05.656	  0.670
       0:05.658	  0.605
       0:05.661	  0.555
       0:05.664	  0.505
       0:05.667	  0.465
       0:05.669	  0.410
       0:05.672	  0.350
       0:05.675	  0.305
       0:05.678	  0.275
       0:05.681	  0.250
       0:05.683	  0.235
       0:05.686	  0.195
       0:05.689	  0.180
       0:05.692	  0.145
       0:05.694	  0.145
       0:05.697	  0.140
       0:05.700	  0.125
       0:05.703	  0.090
       0:05.706	  0.075
       0:05.708	  0.055
       0:05.711	  0.060
       0:05.714	  0.065
       0:05.717	  0.065
       0:05.719	  0.040
       0:05.722	  0.035
       0:05.725	  0.020
       0:05.728	  0.025
       0:05.731	  0.025
       0:05.733	  0.020
       0:05.736	  0.025
       0:05.739	  0.010
       0:05.742	  0.000
       0:05.744	  0.005
       0:05.747	  0.010
       0:05.750	  0.025
       0:05.753	  0.015
       0:05.756	  0.000
       0:05.758	  0.005
       0:05.761	  0.015
       0:05.764	  0.015
       0:05.767	  0.030
       0:05.769	  0.030
       0:05.772	  0.020
       0:05.775	  0.030
       0:05.778	  0.020
       0:05.781	  0.035
       0:05.783	  0.035
       0:05.786	  0.035
       0:05.789	  0.020
       0:05.792	  0.015
       0:05.794	  0.025
       0:05.797	  0.030
       0:05.800	  0.025
       0:05.803	  0.025
       0:05.806	  0.005
       0:05.808	 -0.015
       0:05.811	  0.015
       0:05.814	  0.015
       0:05.817	  0.010
       0:05.819	  0.000
       0:05.822	 -0.015
       0:05.825	 -0.025
       0:05.828	 -0.025
       0:05.831	 -0.010
       0:05.833	 -0.015
       0:05.836	 -0.020
       0:05.839	 -0.035
       0:05.842	 -0.050
       0:05.844	 -0.040
       0:05.847	 -0.055
       0:05.850	 -0.045
       0:05.853	 -0.055
       0:05.856	 -0.080
       0:05.858	 -0.075
       0:05.861	 -0.075
       0:05.864	 -0.070
       0:05.867	 -0.070
       0:05.869	 -0.080
       0:05.872	 -0.095
       0:05.875	 -0.090
       0:05.878	 -0.100
       0:05.881	 -0.095
       0:05.883	 -0.100
       0:05.886	 -0.100
       0:05.889	 -0.120
       0:05.892	 -0.130
       0:05.894	 -0.120
       0:05.897	 -0.125
       0:05.900	 -0.115
       0:05.903	 -0.125
       0:05.906	 -0.140
       0:05.908	 -0.135
       0:05.911	 -0.135
       0:05.914	 -0.140
       0:05.917	 -0.145
       0:05.919	 -0.135
       0:05.922	 -0.140
       0:05.925	 -0.150
       0:05.928	 -0.150
       0:05.931	 -0.145
       0:05.933	 -0.150
       0:05.936	 -0.150
       0:05.939	 -0.155
       0:05.942	 -0.155
       0:05.944	 -0.150
       0:05.947	 -0.145
       0:05.950	 -0.155
       0:05.953	 -0.140
       0:05.956	 -0.160
       0:05.958	 -0.160
       0:05.961	 -0.170
       0:05.964	 -0.160
       0:05.967	 -0.150
       0:05.969	 -0.160
       0:05.972	 -0.160
       0:05.975	 -0.180
       0:05.978	 -0.170
       0:05.981	 -0.160
       0:05.983	 -0.170
       0:05.986	 -0.165
       0:05.989	 -0.170
       0:05.992	 -0.180
       0:05.994	 -0.170
       0:05.997	 -0.150
       0:06.000	 -0.160
       0:06.003	 -0.165
       0:06.006	 -0.170
       0:06.008	 -0.180
       0:06.011	 -0.175
       0:06.014	 -0.165
       0:06.017	 -0.165
       0:06.019	 -0.170
       0:06.022	 -0.175
       0:06.025	 -0.185
       0:06.028	 -0.175
       0:06.031	 -0.175
       0:06.033	 -0.170
       0:06.036	 -0.170
       0:06.039	 -0.175
       0:06.042	 -0.185
       0:06.044	 -0.180
       0:06.047	 -0.175
       0:06.050	 -0.170
       0:06.053	 -0.175
       0:06.056	 -0.180
       0:06.058	 -0.195
       0:06.061	 -0.180
       0:06.064	 -0.165
       0:06.067	 -0.160
       0:06.069	 -0.170
       0:06.072	 -0.170
       0:06.075	 -0.175
       0:06.078	 -0.170
       0:06.081	 -0.150
       0:06.083	 -0.140
       0:06.086	 -0.110
       0:06.089	 -0.095
       0:06.092	  0.005
       0:06.094	  0.275
       0:06.097	  0.705
       0:06.100	  0.955
       0:06.103	  0.805
       0:06.106	  0.500
       0:06.108	  0.335
       0:06.111	  0.265
       0:06.114	  0.235
       0:06.117	  0.175
       0:06.119	  0.090
       0:06.122	 -0.010
       0:06.125	 -0.150
       0:06.128	 -0.300
       0:06.131	 -0.450
       0:06.133	 -0.625
       0:06.136	 -0.835
       0:06.139	 -1.060
       0:06.142	 -1.265
       0:06.144	 -1.420
       0:06.147	 -1.560
